tis_plaza_id,plaza_name,operator_from_tis,project_type,latitude,longitude,car_single,lcv_single,bus_single,truck_3axle_single,hcm_eme_single,oversized_7plus_single
396,Niyamatpur Ekrotiya,M/s Moradabad-Bareilly expressway Ltd,BOT (Toll),28.814182,78.902248,140,220,445,680,680,875
397,Thriyakhetal,M/s Moradabad-Bareilly expressway Ltd,BOT (Toll),28.480289,79.283886,145,225,455,690,690,900
398,Guabari,Ms Mandeepa Enterprises,Public Funded,26.476592,89.756535,45,75,160,175,250,305
400,Fulara,Ms Ashmi Road Carriers Pvt. Ltd.,Public Funded,22.043538,79.418722,60,100,205,225,320,390
401,Chikhalikala,Ms Ashmi Road Carriers Pvt. Ltd.,Public Funded,21.841921,78.433316,70,110,230,255,365,445
402,Jungawani,Ms Ashmi Road Carriers Pvt. Ltd.,Public Funded,22.377896,79.151021,85,140,290,315,455,550
403,Jaitpur,Ms Ashmi Road Carriers Pvt. Ltd.,Public Funded,22.548497,79.600413,60,100,205,225,320,390
405,Dakhina Sekhpur,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,26.524482,81.066094,105,170,360,390,560,685
406,Kelwad,Md. Karimunnisa,Public Funded,21.471322,78.8726,75,125,260,285,410,500
408,Chullimada Hamlet (Pampampallam),M/s KNR Walayar Tollways Pvt Ltd,BOT (Toll),10.81311,76.798051,75,120,245,385,385,470
409,Aliyapur,M/s PNC (Kanpur) Highways Ltd,BOT (Toll),26.069752,80.163011,50,80,165,260,260,315
410,Khanna,M/s PNC (Kanpur) Highways Ltd,BOT (Toll),25.543293,80.060095,50,85,180,280,280,340
411,Baragarh (Barhaguda),M/s Ashoka Sambalpur Baragrah Tollway Pvt Ltd,BOT (Toll),21.35447,83.681021,145,230,480,745,745,925
412,Ponnarimangalam,Ms Datar Security Service Group,0,10.010336,76.257977,60,95,195,215,310,375
413,Ladpalwan,M/s IRB Pathankot Amritsar Toll Road Ltd,BOT (Toll),32.197881,75.533697,125,190,390,590,590,765
414,Waryam Nangal,M/s IRB Pathankot Amritsar Toll Road Ltd,BOT (Toll),31.731947,75.041365,105,165,340,520,520,665
415,Deederganj,M/s  Patna Bakhtiyarpur Tollway Limited,BOT (Toll),25.570828,85.247807,125,190,380,575,575,755
416,Akhepura,Ms Inderdeep Construction Co.,Public Funded,27.50603,75.348401,65,105,225,245,350,430
417,Milanpur,Sh Khalatkar Cunstruction,Public Funded,21.864457,77.961508,95,155,325,355,515,625
418,Khambara,Md. Usman,Public Funded,21.693812,78.387824,95,150,315,345,495,600
419,Patanswangi,Khalatkar Construction,Public Funded,21.343724,79.009038,95,155,330,360,515,630
420,Gegal,M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd,BOT (Toll),26.551347,74.780202,65,105,215,340,340,410
421,Pipalaz,M/s Soma Isolux Kishangarh Beawar Tollway Pvt Ltd,BOT (Toll),26.158466,74.371725,60,100,210,330,330,400
422,Gadoi,Sh. Anil Kumar Shukla,Public Funded,21.425234,70.295437,70,115,240,265,380,460
423,Dari,Ms Prakash Asphaltings and Toll Highways (India) Ltd.,Public Funded,20.961287,70.334349,90,145,305,335,480,585
424,Raha(Saragaon),Ms M.B. Consortium,Public Funded,26.245678,92.541521,110,175,370,405,580,705
426,Nazira Khat,Haren Mahanta,Public Funded,26.100258,91.879125,130,205,430,470,680,825
427,Mandal (Vyara),M/s Soma Isolux,BOT (Toll),21.134676,73.478511,160,250,510,780,780,1000
428,Bhatia,M/s Soma  Isolux,BOT (Toll),21.190249,72.869085,125,200,410,630,630,790
429,Luharali,M/s Ghaziabad Aligarh Expressway Pvt Ltd,BOT (Toll),28.497746,77.629298,135,210,430,660,660,840
430,Somna,M/s Ghaziabad Aligarh Expressway Pvt Ltd,BOT (Toll),28.062821,77.946047,175,270,540,820,820,1075
431,Lakholi,M/s Raipur Expressway Ltd,BOT (Toll),21.20296,81.905328,25,45,85,140,140,140
432,Sundar Nagar,M/s Raipur Expressway Ltd,BOT (Toll),21.229353,81.607029,25,40,85,135,135,135
433,Raipur,M/s L&amp;T BPP Tollway Pvt Ltd,BOT (Toll),26.063535,74.05947,90,145,305,335,480,585
434,Indranagar,M/s L&amp;T BPP Tollway Pvt Ltd,BOT (Toll),25.828286,73.45492,80,130,270,295,420,515
438,Birami,M/s L&amp;T BPP Tollway Pvt Ltd,BOT (Toll),25.371114,73.201486,100,160,335,365,525,635
439,Uthamam,M/s L&amp;T BPP Tollway Pvt Ltd,BOT (Toll),25.033571,72.94353,135,210,435,475,675,845
440,Gaddurur,M/s J.S.R.Mulbagal Tollways Pvt Ltd,BOT (Toll),13.194218,78.545197,30,50,100,110,160,195
441,WEPL Mathani,M/s  Wainganga Expressway Private Ltd,BOT (Toll),21.139545,79.365105,60,100,210,230,330,400
442,Runni,Sonu Kumar,Public Funded,26.373615,85.493984,80,130,275,300,430,525
443,S V Puram,Aravind Chandrasekaran,BOT (Toll),13.525577,79.532925,80,125,255,390,390,500
444,Pattaraiperumbudur (temporary TP),R. Muthusamy,BOT (Toll),13.150776,79.834675,35,60,125,195,195,240
445,Paat Sahanipur (Pipli),Ms Sahakar Global Ltd.,BOT (Toll),20.137113,85.83902,130,200,410,625,625,795
446,Methoon,Sh. Rishiraj Singh Rathor,Public Funded,24.420042,76.503896,55,90,185,200,290,350
447,Kaniyur,M/s  IVRCL Chengapalli Tollways Ltd Avinashi,BOT (Toll),11.012827,77.073181,110,170,345,525,525,685
448,Mokha,Ms Coral Associates,BOT (Toll),22.934663,69.801655,125,200,410,630,630,790
450,Eethakota,Diwantham Tollways Pvt Ltd,BOT (Toll),16.715205,81.827876,110,180,375,410,590,720
451,Unguturu,Siddanntham Tollways Pvt Ltd,BOT (Toll),16.823729,81.430664,105,170,350,385,555,675
452,Chagalmarri,M/s KMC Construction Limited &amp; IVRCL infrastructure Limited,BOT (Toll),14.979577,78.574764,80,130,275,435,435,530
453,Palempalli,M/s KMC Construction Limited &amp; IVRCL infrastructure Limited,BOT (Toll),14.513518,78.79121,40,65,140,220,220,270
454,Pahammawlein,M B Consortium,Public Funded,25.99328,91.860491,90,145,300,325,470,570
455,Rohad,M/s West Haryana Higway Project Pvt Ltd,BOT (Toll),28.754563,76.795216,65,115,225,360,360,360
456,Kishorpura,Noor Mohammad,BOT (Toll),25.17025,76.130522,155,245,500,770,770,970
457,Mandawada (Gomati),M/s Shreenathji-Udaipur Tollway Pvt Ltd,BOT (Toll),25.20385,73.814701,45,75,160,170,250,300
458,Negadiya,M/s Shreenathji-Udaipur Tollway Pvt Ltd,BOT (Toll),25.704011,74.061836,145,225,465,510,710,910
459,Surathkal,Noor Mohammad,Public Funded,12.993098,74.792333,60,100,210,225,325,400
460,Bhiknoor,V. Vidyasagar Reddy,Public Funded,18.205251,78.398261,85,140,290,320,460,555
461,Kunwarpur,Ms R.K. Jain Infra Projects Pvt. Ltd.,Public Funded,25.674873,82.32499,75,120,250,270,390,475
462,Nuruddinpur,Bholanath Rajpati Shukla,Public Funded,26.035838,81.43825,80,125,265,285,410,500
464,Chuipali,M/s BSCPL Aurang Tollway Ltd,BOT (Toll),21.299829,82.94286,120,190,400,435,630,765
465,Dhank,M/s BSCPL Aurang Tollway Ltd,BOT (Toll),21.226901,82.422438,160,255,525,570,810,1015
466,Vasad,M/s Ahmedabad Vadodara Super Express Tollway Pvt Ltd,BOT (Toll),22.453254,73.070539,140,220,450,495,690,885
467,Radhvanaj (Kheda),M/s Ahmedabad Vadodara Super Express Tollway Pvt Ltd,Public Funded,22.715971,72.740887,100,155,320,350,500,625
468,Madina Korsan,Noor Mohammad,BOT (Toll),28.927049,76.442169,70,110,230,250,360,440
469,Ramayana,Ms Prakash Asphltings and Toll Highways (India) Ltd.,BOT (Toll),29.100833,75.885093,85,140,295,320,460,560
470,Para,Ms Bheema Tolling and traffic Solution pvt. ltd.,Public Funded,25.788339,74.338933,65,105,220,245,350,425
471,Saidpur Patedha,Sahakar Global Limited,Public Funded,25.802861,85.283461,60,95,200,220,315,380
472,Lilamba,MS Riddhi Siddhi Associates,Public Funded,26.084278,74.001389,50,80,170,190,270,330
473,Aaini,Sanjay Kumar Agrawalla,Public Funded,27.292105,81.54465,40,65,140,150,220,265
474,Gulalpurva,Ms Topline Infra Projects Pvt. Ltd.,Public Funded,27.825548,81.527252,45,75,160,175,250,305
475,Sonvay (Indore - Khalghat),M/s Oriental Pathways (Indore) Pvt Ltd,BOT (Toll),22.61213,75.776469,30,55,110,175,235,175
476,Chalakwadi,M/s Khed Sinnar Expressway Limited,BOT (Toll),19.170738,74.074993,50,85,175,190,275,335
477,Hivargaon Pavsa,M/s Khed Sinnar Expressway Limited,BOT (Toll),19.516452,74.201583,95,155,320,350,505,610
478,Nimbaniya Ki Dhani (Bayatu),Ms Jai Singh and Company,Public Funded,25.865638,71.616734,65,105,225,245,355,430
479,Gundmi,M/s Navayuga Udupi Tollway Private Limited,BOT (Toll),13.47641,74.713082,50,85,175,275,275,330
480,Hazamady,NA,SPV,13.108245,74.784562,40,70,145,225,225,275
481,Talapady,M/s Navayuga Udupi Tollway Private Limited,SPV,12.75958,74.874087,45,70,145,220,220,285
482,Kadthal,V. Vidyasagar Reddy,Public Funded,16.985586,78.50172,45,75,150,165,240,290
483,Konetipuram,Sri Sai Enterprises,Public Funded,16.608082,78.677722,25,40,85,95,135,165
484,Chinthapally,Md. Yousuf Ali,SPV,17.471578,79.980527,40,65,140,155,220,270
485,Lakshmipur,HCC LIMITED,BOT (Toll),24.822455,87.966864,130,205,420,645,645,820
486,Chakseherdi (Gajol) Bagsarai,NA,BOT (Toll),25.195872,88.182566,60,95,200,315,315,380
487,Mahanth Maniyari,KNR Muzaffarpur-Barauni Tollway Pvt. Ltd.,BOT (Toll),26.038799,85.447437,45,75,160,170,245,300
488,Govindpur (Murli),KNR MuzaffarpurBarauni Tollway Pvt. Ltd.KNR Muzafffarpur Barauni Tollway Pvt. Ltd.,BOT (Toll),25.590289,85.875945,40,65,140,150,220,265
489,Konder,Rishiraj Singh,Public Funded,26.537213,77.086068,45,70,150,160,235,285
490,Chila Chond,Rishiraj Singh,Public Funded,26.613002,77.515359,50,80,170,185,265,320
491,Raibha,Ms Sahakar Global Ltd.,Public Funded,27.177493,77.811532,75,125,260,280,405,495
492,Mada,Chanani Nashri Tunnelway Limited,BOT (Toll),33.024637,75.252118,75,120,255,275,395,485
493,Nashri,Chanani Nashri Tunnelway Limited,BOT (Toll),33.174771,75.303421,75,120,255,275,395,485
1476,Banthadi,Mahender Godara,Public Funded,27.275167,74.351659,55,90,185,205,290,355
1477,Tamdoli,Ms SPC Infrastructure Pvt. Ltd.,Public Funded,26.870978,74.293475,60,95,200,220,315,385
1478,Rupa Kheda,Ms Bhilwara Rajsamand Tollway Pvt. Ltd.,BOT (Toll),25.110565,73.988241,70,110,235,255,365,445
1479,Mujras,Ms Bhilwara Rajsamand Tollway Pvt. Ltd.,BOT (Toll),25.274995,74.492879,60,100,205,225,320,390
4480,SixML,Ms Inderdeep Construction Co.,Public Funded,29.810574,73.875389,75,120,250,270,390,475
4481,Lasedi,Ms Salasar Highways Private Ltd.,BOT (Toll),28.712002,75.481566,55,85,180,195,280,340
4482,Dhadhar,Ms Salasar Highways Private Ltd.,BOT (Toll),28.329757,75.05592,50,80,165,180,255,310
4483,Shobhasar,Ms Salasar Highways Private Ltd.,BOT (Toll),27.76326,74.723371,35,55,110,120,175,215
4484,Rapur,T Suryanarayan Reddy,Public Funded,14.210397,79.560418,35,60,125,135,195,240
4485,Chintalapalem,Anil Kumar Shukla,Public Funded,13.788513,79.589622,35,55,115,125,180,220
4486,Badava,Md. Yousuf Ali,Public Funded,16.850428,80.633633,65,110,225,250,355,435
4489,Shenbagampettai,R Muthusamy,Public Funded,10.158744,78.651128,75,120,250,275,395,480
4490,Jasnathnagar,Rajaram Godara,Public Funded,26.308858,72.914295,65,110,225,245,355,430
4491,Motisar (Khanori),Ms R K Jain Infra project Pvt. Ltd.,Public Funded,26.570811,72.327192,65,105,225,245,350,425
4492,Morani (Pokaran),Ms  Sk Infra,Public Funded,26.889721,71.981819,15,20,45,50,75,90
4493,Mekalavaripalli,Md. Karimunnisa,Public Funded,15.412411,79.497541,45,70,150,160,235,285
4494,Raviguntapalli,Md. Karimunnisa,Public Funded,15.197922,79.450868,35,55,115,130,185,225
4495,Brahmanapalli,Amit Khampariya,Public Funded,14.736039,79.049052,55,90,190,205,295,360
4496,Hasanpur (Sainkul),Ms A.K. Construction Company,BOT (Toll),21.147001,86.117538,85,135,280,305,440,535
4497,Khantaghar (Dhenkikote),Ms Om Enterprise,BOT (Toll),21.508544,85.826198,55,85,180,195,280,340
4498,Banajodi (Padmapur),Sonu Kumar,BOT (Toll),21.710167,85.5836,85,135,285,315,450,545
4499,Khadda,Puspa Rai,Public Funded,24.522264,81.365223,25,45,90,100,140,170
4500,Sonvarsaa,Ms Topline Infra Project Pvt. Ltd.,Public Funded,24.395853,81.802372,30,50,105,115,165,200
4501,Landhari,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,29.292067,75.648213,90,140,295,325,465,565
4502,Narwana,Ms Kaithal Tollway Pvt. Ltd,BOT (Toll),29.578554,76.088477,85,135,285,310,445,540
4503,Badopatti,Ms Kaithal Tollway Pvt. Ltd,BOT (Toll),29.299141,75.819719,115,180,380,415,600,730
4504,Chaudhriwas,Ms Kaithal Tollway Pvt. Ltd,BOT (Toll),28.99832,75.604417,65,105,220,240,345,425
4506,Badbar,Ms Feedback Highways OMT Pvt. Ltd.,Public Funded,30.247772,75.640226,100,160,335,365,525,635
4507,Bhagan,Ms. Riddhi Sidhi Associates,Public Funded,29.060626,77.064081,95,155,325,355,510,625
4508,Sosokhurd,R.K. Jain Infra Projects Pvt. Ltd.,Public Funded,23.548753,85.756866,45,75,155,170,245,300
4509,Tand Balidih,Ms Coral Associates,Public Funded,23.668354,86.045229,35,60,125,140,200,240
4510,Doli,Noor Mohammad,Public Funded,26.062927,72.673202,75,125,260,285,405,495
4511,Palaya Gandharvakottai,Jai Kamtanath and Company,Public Funded,10.612499,79.0306,50,80,165,180,260,315
4512,Mangalgi,NA,BOT (Toll),17.745596,77.317882,105,170,350,385,550,675
4513,Kamkole,NA,BOT (Toll),17.645717,77.820114,105,170,355,390,560,680
4515,Yedeshi,0,BOT (Toll),,,65,100,210,230,335,405
4520,Tamalwadi,0,BOT (Toll),1,1,65,100,210,230,335,405
4536,Deoria,KASHIPUR SITARGANJ HIGHWAYS PVT. LTD.,BOT (Toll),28.930785,79.475734,90,145,305,330,475,580
4537,Jogipura,Jalpa Devi Tollways Ltd,BOT (Toll),24.097278,76.988952,65,105,220,240,350,425
4538,Pagara,Jalpa Devi Tollways Ltd.,BOT (Toll),24.517835,77.186491,75,125,260,285,410,500
4539,Sakatpura(LHS)(Staggered),Ms KG Associates,Public Funded,25.155846,75.781932,75,120,250,270,390,475
4540,Nayagaon(RHS) (Staggered),Ms KG Associates,Public Funded,25.132506,75.796565,75,120,250,270,390,475
4541,Mandava,Ms Inderdeep Construction Co.,Public Funded,21.702698,73.059975,30,45,95,100,145,180
4542,Basapuram,T. Suryanarayan Reddy,Public Funded,14.708361,78.872406,40,70,145,155,225,275
4543,Nannur,Ms. Rayalseema Expressway Pvt. Ltd.,BOT (Toll),15.741038,78.070783,80,125,260,400,400,510
4544,Purankhedi,Ircon Shivpuri Guna Tollway Limited,Public Funded,25.245762,77.615602,125,200,425,460,665,810
4545,Banskopa,Barwa Adda Expressway Ltd.,BOT (Toll),23.491222,87.376575,80,130,275,300,435,530
4546,Semri,PRAKASH ASPHALTINGS AND TOLL HIGHWAYS (INDIA) Limited.,OMT,25.637124,78.875044,115,185,390,430,615,750
4547,Banushi,Devendra Kumar,Public Funded,28.941,79.8157,40,60,130,140,205,245
4548,Hathitala,Sh. Banshi Lal Gupta,Public Funded,25.562272,71.407666,55,90,195,210,305,370
4549,Bor Charnan,Ms Montecarlo Ltd,Public Funded,25.105861,71.549558,45,75,160,175,250,305
4550,Harimma,Ms Highway and Tondan Tollways Highway Infrastruture Limited,BOT (Toll),27.26549,73.856074,60,100,210,230,330,400
4551,Nimbi Jodha,Sh. Bholanath Rajpati Shukla,BOT (Toll),27.30534,74.1915,50,80,170,185,270,325
4552,Jindpur,Ms Topline Infra Project Ltd.,Public Funded,25.865,80.691,55,95,195,210,305,370
4553,Aihar,Anil Kumar Shukla,Public Funded,26.197,81.0326,55,90,190,210,300,365
4554,Limdi,Ms Vanshika Construction,Public Funded,25.467,41.293,85,135,280,305,440,535
4555,Milk Majra,Ms Coral Associates,Public Funded,30.21128,77.194411,90,145,310,335,480,585
4556,Durgamvaripalli,Lalji Pathak,Public Funded,13.7143,78.873269,45,70,145,160,230,280
4557,Buchireddypalem,Ms Chabbra Associates,Public Funded,14.543265,79.862348,35,60,125,140,200,240
4558,DC PALLI,Sri Sai Enterprises,Public Funded,14.6854,79.5156,45,75,155,170,245,295
4559,Zidda,Ms Prakash Asphalting and Toll Highways(I) Ltd.,Public Funded,40.32217,9.3264,115,185,385,420,605,735
4560,Leherabega,Ms Prakash Asphaltings and Toll Highways (I) Ltd.,BOT (Toll),30.233092,75.102496,70,110,235,255,370,450
4561,Paind,ERA Infra Engineering Ltd.  Patel Engineering Ltd.,Public Funded,30.4,75.5,85,135,280,310,440,540
4562,Dhareri jattan,Ms Shiva Corporation(India) Ltd.,Public Funded,76.499529,30.39255,45,70,145,160,225,275
4563,Azizpur,Ridhi Sidhi Housing Pvt. Ltd.,Public Funded,76.759305,30.5930556,40,65,140,150,215,265
4566,Bhavdeen,Ms Jai Singha and Co.,Public Funded,29.53293,75.20313,70,115,235,260,370,450
4567,Halaharvi,Sri sai enterprises,Public Funded,15.818714,77.453999,45,75,150,165,240,290
4568,Ramdevra,Ms Shiva Corporation(India) Ltd.,Public Funded,27.0175781,72.0194626,70,110,230,250,360,440
4569,Lathi,Sh. Anil Kumar Shukla,Public Funded,27.0298347,71.446434,70,110,235,255,365,445
4570,Mudkhera,Ms Kalyan Toll Infrastructure Ltd.,BOT (Toll),25.668,77.73,95,155,325,355,515,625
4571,Panihaar,Ms R.K. Jain Infra Projects Pvt. Ltd.,BOT (Toll),26.0978,78.0158,90,145,305,335,480,580
4572,Salasar,Ircon PB Tollway Limited,BOT (Toll),28.00137,73.06546,70,110,235,255,370,450
4573,Nokhra,Ircon PB Tollway Limited,BOT (Toll),27.45006,72.40303,60,100,205,225,325,395
4574,Khirwa,Ircon PB Tollway Limited,BOT (Toll),27.2827777,72.3230556,25,45,95,100,145,175
4575,Khuian Malkan,Raja Ram Godara,Public Funded,29.880727,74.793736,60,95,200,220,315,385
4576,Pasyih,Skylark Infra Engg Pvt. Ltd.,Public Funded,25.4817,92.2882,30,50,110,120,170,205
4577,Lomshinong,Coral Associates,Public Funded,25.706,92.3756,55,90,185,200,290,355
4578,Davuluru,Ms Ranchor Infra Developers Pvt. Ltd.,Public Funded,16.4126432,80.7859938,120,195,405,440,635,770
4579,Pandutala,Bansi lal gupta,Public Funded,80.8085833,22.3905556,85,135,290,315,450,550
4580,Thiruppachethi,Aravind Chandrasakaran,Public Funded,9.780999,78.335299,85,135,285,310,445,540
4581,Mohammad Ibrahimpur,Rekha Khampariya,Public Funded,28.5798201,78.7958556,70,115,240,260,375,455
4582,Dumberwadi,Anil Kumar Shukla,Public Funded,19.24404,74.013274,50,85,175,195,275,335
4583,Sonho,Rajendra Singh,Public Funded,25.924072,84.967898,40,65,135,145,210,255
4584,Pokhraira,G.R.InfraProject Ltd,Public Funded,26.055956,85.182733,30,50,105,110,160,195
4585,Belon,Ms Coral Associates,Public Funded,28.1859646,78.3630407,75,120,255,280,400,485
4586,Hadawa,Bashistha Narain Pandey,Public Funded,27.08318,83.232649,20,35,75,80,115,140
4588,Chhajarsi,Ms Eagle Infra India Ltd.,Public Funded,28.70178,77.621477,140,230,480,520,750,915
4589,Bara,Ms Topline Infra Project Pvt. Ltd.,Public Funded,26.6293177,81.3336137,95,155,325,355,510,625
4590,Asroga,Ms Topline Infra Project Pvt. Ltd.,Public Funded,26.18151,81.56264,100,165,345,375,540,655
4591,Kherwasani,Ms Eagle Infra India Ltd.,Public Funded,24.122464,80.599361,110,180,375,405,585,710
4592,Bogalur,Coral Associates,Public Funded,9.398195,78.71394,80,130,270,295,425,515
4593,Dhoki,Two lane with paved shoulder Road has been constructed by PWD GoM on EPC and transfer to NHAI for To,Public Funded,19.15597,74.41116,40,65,140,155,220,270
4594,Majhgawan,Ms Tirupati Buildcon Pvt. Ltd.,Public Funded,23.48399,80.30481,65,105,215,235,340,415
4595,Pathoroudi,Ms. A. V. Enterprises,Public Funded,23.24908,82.05883,40,70,145,155,225,270
4596,Shahdol,Ms Sri Sai Trading Co,Public Funded,23.28186,81.429282,45,75,155,170,245,295
4597,Chhapra (TP I),Biaora to Dewas Highway Private Limited,Public Funded,23.657222,76.614862,95,155,325,350,505,615
4598,Rojwas(TP II),Biaora to Dewas Highway Private Limited,Public Funded,23.330918,76.175973,130,210,440,480,690,840
4599,Dattigaon,IVRCL INDORE GUJRAT TOLLWAYS LTD.,Public Funded,22.741519,74.836537,135,210,425,650,650,830
4600,Methwada,IVRCL INDORE GUJRAT TOLLWAYS LTD.,Public Funded,22.6731595,75.545744,150,235,480,735,735,940
4601,Muthojipet,T. Suryanarayana Reddy,Public Funded,18.002244,79.903564,30,45,95,100,145,180
4602,Amdi,Suresh Chandra Agarwal,Public Funded,26.3827777,80.8863888,95,150,320,345,500,605
4603,Pargaon,Yedeshi Aurangabad Tollway Pvt. Ltd.,Public Funded,18.63166,75.6977,75,120,250,275,395,480
4604,Padalshingi,Yedeshi Aurangabad Tollway Pvt. Ltd.,Public Funded,19.3181,75.7487,100,165,345,380,545,660
4605,Bhokarwadi Malewadi,Yedeshi Aurangabad Tollway Pvt. Ltd.,Public Funded,19.60083,75.6152,100,160,340,370,530,645
4606,Jagtara,Ms Alok Buildtech Pvt. Ltd.,Public Funded,20.604749,81.419576,45,75,155,170,240,295
4607,Mashora,Ms Innovision Ltd.,Public Funded,19.662176,81.658696,60,95,195,215,305,375
4608,Badayiguda,Riddhi Siddhi Associates,Public Funded,19.161402,81.98472,55,85,180,195,280,345
4609,Saliwada,Sh. Amit Khampariya,Public Funded,80.030222,23.105109,30,50,110,120,170,210
4611,Aksada,Ms A.V. Enterprises,Public Funded,26.7024838,82.6745948,45,75,160,175,250,305
4612,Chhapwa,Ms Ganeshgarhia Construction Pvt. Ltd.,Public Funded,27.2644,83.3643,35,55,115,125,180,220
4613,Nainsar,Ms Ganeshgarhia Construction Pvt. Ltd.,Public Funded,26.9209,83.297,35,55,115,125,175,215
4614,Mohtara,Ms Inderdeep Construction Co.,Public Funded,23.418277,80.078098,115,190,395,430,615,750
4615,Odhaki Paipkhar,Sh. Amit Khapariya,Public Funded,24.404862,81.079578,105,170,360,390,565,685
4617,Gollaprolu,Ms Sri Sai Enterprises,Public Funded,17.1387,82.2718,45,75,160,175,250,305
4618,Mathur,Ms Coral Associates,Public Funded,13.1766,80.2449,35,55,120,130,185,225
4619,Dilawarpur,Ms Dilip Buildcon Ltd,Public Funded,19.0990474,78.2133991,45,75,160,170,250,300
4620,Mandana,Ms Datar Security Service Group,Public Funded,24.966405,75.93462,55,90,190,210,300,365
4621,Kair Fakir ki Dhani,Ms GR Infraprojects,Public Funded,26.630978,71.205575,60,95,200,220,315,385
4622,Pidhi,Ms. Shiva Buildtech Pvt. Ltd.,Public Funded,26.3395,82.244267,75,120,255,280,400,485
4623,Aindhi,Ms. GKC Projects Ltd Hyd,Public Funded,26.245278,81.593749,70,110,235,255,365,445
4626,Sabli,Varinder Kour,Public Funded,28.1602222,80.1005555,45,70,150,165,235,285
4627,Patgaon,M B Consortium,Public Funded,26.565182,90.238792,95,155,325,355,510,620
4628,Kannolli,V. Vidyasagar Reddy,Public Funded,16.786827,75.739668,65,100,215,230,335,405
4629,Harval,Ms Larsen  Toubro Pvt Ltd,Public Funded,67.7752043,18.82095,80,130,270,295,425,515
5626,Talmod,Solapur Tollways Pvt. Ltd.,BOT (Toll),17.826227,76.74068,55,90,185,200,290,350
5627,Phulwadi,Solapur Tollways Pvt. Ltd.,BOT (Toll),17.79978,76.193308,50,85,175,190,275,335
5628,Boharipar (Khursi),Anoj Kumar Agarwala,Public Funded,23.047864,79.907251,145,235,490,535,765,930
5629,Sehatganj,Ms Backbone Enterprises Ltd.Ashish Infracon Pvt. Ltd. (J.V.) Ahmedabad,Public Funded,23.257753,77.638119,50,80,165,180,260,315
5630,Husnapur,Ms.D P Jain  Co. Infrastructure Pvt Ltd.,Public Funded,20.551197,78.039108,100,160,335,365,520,635
5631,Belekeri,IRB WestCoast Tollway Limited,Public Funded,14.710895,74.2936251,90,140,290,320,450,570
5632,Holegadde,IRB WestCoast Tollway Limited,Public Funded,14.3593904,74.419155,90,140,290,320,450,565
5633,Shirur,IRB WestCoast Tollway Limited,Public Funded,13.9334681,74.5966233,85,135,285,310,445,540
5634,Sali Bamandanga,SEW KrishnagarBaharampore Highways Limited (Concessionaire) SEW Infrastructure Limited (EPC Contract,BOT (Toll),23.629195,88.36003,95,150,315,345,495,600
5636,Nawabganj (Adampur)only entry  exit lane plaza at Allahabad Bypass,Ms Allahabad Bypass Toll Pathways Pvt Ltd,OMT,25.558856,81.772125,235,370,770,840,1190,1485
5637,Ashiv,Rajkumar Dhakane,Public Funded,18.127774,76.358179,70,115,235,260,370,450
5638,Namkhna,Suresh Chandra Agarwal,Public Funded,21.7575,88.233611,10,20,40,45,65,80
5639,Mudhipar,Ms Skylark Infra Engineering Pvt. Ltd.,Public Funded,27.2038,77.5011,45,70,150,165,235,285
5640,Bhojpuri,Ms Ranchor Infra Developers Pvt. Ltd.,Public Funded,21.950763,82.061806,85,135,285,310,445,540
5641,Haladgaon,Ms Prakash Asphaltings and Toll Highways (India) Ltd.,Public Funded,20.857818,78.876369,95,155,325,350,505,615
5642,Vadodara,Ms.IRB Ahmedabad Vadodara Super Express Tollway Pvt.Ltd.,Public Funded,22.96882,72.65872,125,205,430,470,675,820
5643,Jalouli,Ms Gawar Construction Ltd,Public Funded,30.211173,77.194286,100,165,345,375,540,655
5644,Bhago Majra,Ms Surya International Pvt. Ltd.,Public Funded,30.7609536,76.6078459,100,165,345,375,540,655
5645,Ghulal,Mahender Godara,Public Funded,30.84737,76.13282,100,160,330,360,520,630
5646,Mikirati Hawgaon,Haren Mahanta,Public Funded,26.1311484,92.8389911,90,145,305,330,475,580
5648,Bharatkund,Ms Surya International Pvt. Ltd.,Public Funded,26.640821,82.134434,40,60,130,140,200,245
5649,Kadisahena,NA,Public Funded,25.634583,15.002951,80,130,270,295,425,515
5650,Lal Ka Khera,Ms A. V. Enterprises,Public Funded,25.482404,75.31341,40,65,135,150,215,260
5651,Pallai,NA,Public Funded,25.884209,75.958515,60,95,200,215,310,380
5652,Lacchhiwala,Ms Feedback Highways OMT Pvt. Ltd.,Public Funded,30.209841,78.125409,95,155,325,355,510,625
5653,Gowraram,MD Karimunnisa,Public Funded,17.268021,80.679776,40,65,135,150,215,260
5654,Kitlana,NA,Public Funded,28.69299,76.158534,45,70,145,155,225,275
5655,Kuchadi,Ms Coral Associates,Public Funded,21.6975366,69.5328098,125,200,415,455,655,795
5656,Okhamadi,NA,Public Funded,22.080199,69.1338701,95,155,330,360,515,630
5657,Bachhuan,Ms Jai Singh and Co.,Public Funded,31.0114039,76.389817,60,100,210,225,325,395
5658,Behram,Ms Jai Singh And Co.,Public Funded,31.204433,75.876799,100,160,330,360,520,630
5659,Ghogarkuthi,Vinod Kumar Malik,Public Funded,26.3049388,89.6188889,35,60,125,135,195,235
